id,value
"Thompson, Tristan",2.9
"Love, Kevin",2.6
"Varejao, Anderson",3
"Irving, Kyrie",2.7
"Cole, Norris",7.2
"Cole, Norris",1.6
"Chalmers, Mario",11.6
"Chalmers, Mario",8.4
"Cole, Norris",0.9
"Napier, Shabazz",3
"Cole, Norris",2.5
"Napier, Shabazz",6.9
"Cole, Norris",9.7
"Deng, Luol",6.6
"Cole, Norris",5.3
"Burke, Trey",4.8
"Burke, Trey",2.6
"Burke, Trey",2.5
"Exum, Dante",3.9
"Burke, Trey",5.5
"Booker, Trevor",2.2
"Burks, Alec",5
"Burke, Trey",3.9
"Kanter, Enes",1.6
"Burke, Trey",1.9
"Burke, Trey",2.8
"Burke, Trey",2.9
"Larkin, Shane",6.5
"Larkin, Shane",5.9
"Shumpert, Iman",4.7
"Hardaway Jr., Tim",2.2
"Shumpert, Iman",2.3
"Dalembert, Samuel",3.2
"Larkin, Shane",1.4
"Smith, J.R.",4.1
"Anthony, Carmelo",3.1
"Dalembert, Samuel",3.4
"Larkin, Shane",1.3
"Larkin, Shane",0
"Larkin, Shane",5.1
"Larkin, Shane",2.4
"Dalembert, Samuel",3.4
"Dalembert, Samuel",2.7
"Larkin, Shane",3.9
"Walker, Kemba",5.9
"Walker, Kemba",1.6
"Walker, Kemba",4.6
"Walker, Kemba",2.3
"Walker, Kemba",0.9
"Walker, Kemba",2.5
"Walker, Kemba",1.2
"Walker, Kemba",2.9
"Williams, Marvin",1.3
"Williams, Marvin",0
"Jefferson, Al",1.9
"Kidd-Gilchrist, Michael",14.9
"Zeller, Cody",2.8
"Maxiell, Jason",2.9
"Walker, Kemba",5.5
"Walker, Kemba",1.4
"Walker, Kemba",2.6
"Walker, Kemba",5.4
"Walker, Kemba",0.6
"Zeller, Cody",4.4
"Walker, Kemba",6.7
"Williams, Marvin",2.2
"Walker, Kemba",0.3
"Parker, Tony",0.7
"Parker, Tony",5.2
"Joseph, Cory",3.8
"Joseph, Cory",4.3
"Duncan, Tim",1.4
"Parker, Tony",0.4
"Duncan, Tim",3
"Parker, Tony",2.2
"Sloan, Donald",5.3
"Hill, Solomon",2.1
"Sloan, Donald",5.2
"Miles, CJ",1.6
"Stuckey, Rodney",7.3
"Mahinmi, Ian",3.2
"Allen, Lavoy",1.6
"Hill, Solomon",6.9
"Hill, Solomon",0
"Copeland, Chris",1.9
"Copeland, Chris",4
"Hibbert, Roy",4.7
"Sloan, Donald",8.3
"Sloan, Donald",7.3
"Ross, Terrence",1.6
"DeRozan, DeMar",2.4
"Johnson, Amir",1.5
"Hansbrough, Tyler",3
"Johnson, Amir",10.3
"Lowry, Kyle",5.3
"Ross, Terrence",2.8
"Lowry, Kyle",2.9
"Lowry, Kyle",4.3
"Johnson, Amir",2
"Valanciunas, Jonas",4.3
"Patterson, Patrick",3.3
"Jones, Terrence",2.1
"Ariza, Trevor",3.7
"Motiejunas, Donatas",2.9
"Ariza, Trevor",0.5
"Beverley, Patrick",6.2
"Motiejunas, Donatas",6.7
"Payton, Elfrid",4.5
"Payton, Elfrid",1
"Oladipo, Victor",8.9
"Oladipo, Victor",4
"Green, Willie",4.7
"Dedmon, Dewayne",8.4
"Oladipo, Victor",2.3
"Vucevic, Nikola",6
"Oladipo, Victor",3.6
"Harris, Tobias",15.6
"Oladipo, Victor",5
"Harris, Tobias",3.8
"Barea, Jose Juan",7.4
"Ellis, Monta",3.6
"Jefferson, Richard",2.6
"Aminu, Al-Farouq",6.5
"Harris, Devin",6.1
"Aminu, Al-Farouq",4.3
"Jefferson, Richard",3.4
"Ellis, Monta",1.1
"Villanueva, Charlie",1.8
"Antetokounmpo, Giannis",7.4
"Antetokounmpo, Giannis",5.7
"Antetokounmpo, Giannis",2.3
"Dudley, Jared",2.2
"Ilyasova, Ersan",4.9
"Antetokounmpo, Giannis",6.3
"Antetokounmpo, Giannis",5.3
"Middleton, Khris",6.4
"Middleton, Khris",4.2
"Ilyasova, Ersan",1.9
"Johnson, James",3.7
"Williams, Lou",5.3
"Johnson, James",2.5
"Johnson, Amir",1.9
"Bradley, Avery",4.1
"Smart, Marcus",5.5
"Thornton, Marcus",2.9
"Prince, Tayshaun",1.1
"Crowder, Jae",2.8
"Thornton, Marcus",6.5
"Zeller, Tyler",3.8
"Thornton, Marcus",4.7
"Thornton, Marcus",2.9
"Bass, Brandon",4.6
"Bass, Brandon",5
"Turner, Evan",2
"Prince, Tayshaun",6.8
"Young, James",6
"Turner, Evan",4.7
"Martin, Kevin",6.1
"Martin, Kevin",0.4
"Young, Thaddeus",5.2
"Rubio, Ricky",5.1
"Bennett, Anthony",8.2
"Rubio, Ricky",2
"Young, Thaddeus",13.7
"Pekovic, Nikola",3.1
"Wiggins, Andrew",10.8
"Muhammad, Shabazz",5.1
"Muhammad, Shabazz",2.3
"Wiggins, Andrew",3.1
"Young, Thaddeus",2.7
"Randolph, Zach",2.2
"Conley, Mike",8.1
"Udrih, Beno",5.5
"Conley, Mike",8.5
"Gasol, Marc",3.6
"Randolph, Zach",2.9
"Green, Jeff",5.3
"Udrih, Beno",4.4
"Allen, Tony",2
"Thompson, Klay",5.1
"Curry, Stephen",5.1
"Lee, David",1.1
"Bogut, Andrew",4.3
"Thompson, Klay",4.4
"Thompson, Klay",2.7
"Pierce, Paul",2
"Gortat, Marcin",5.1
"Pierce, Paul",3.5
"Pierce, Paul",4.8
"Temple, Garrett",5.7
"Beal, Bradley",2.5
"Pierce, Paul",3.7
"Porter, Otto",3.4
"Porter, Otto",5.5
"Wall, John",5.3
"Evans, Tyreke",3.2
"Davis, Anthony",7.9
"Evans, Tyreke",4.4
"Davis, Anthony",5.4
"Morris, Darius",4.8
"Jack, Jarrett",3.7
"Johnson, Joe",1.8
"Karasev, Sergey",5.2
"Johnson, Joe",3.7
"Young, Thaddeus",6.9
"Young, Thaddeus",5.4
"Hummel, Robbie",6.9
"Wiggins, Andrew",4
"Young, Thaddeus",5.5
"Pekovic, Nikola",6.5
"Robinson, Glenn",2.9
"Robinson, Glenn",3.1
"Wiggins, Andrew",5.4
"Wiggins, Andrew",1.8
"Adams, Steven",4.9
"Adams, Steven",2.8
"Roberson, Andre",4.4
"Durant, Kevin",16.5
"Jackson, Reggie",13.8
"Ibaka, Serge",5.1
"Ibaka, Serge",7.3
"Stuckey, Rodney",5.9
"Stuckey, Rodney",3.7
"Hibbert, Roy",1.1
"Mahinmi, Ian",5.3
"Watson, CJ",3.6
"Miles, CJ",5.9
"Watson, CJ",1.8
"Hibbert, Roy",5.8
"Hibbert, Roy",5.5
"Hill, Solomon",2.9
"Miles, CJ",5.3
"Caldwell-Pope, Kentavious",1.5
"Singler, Kyle",4.9
"Jennings, Brandon",2.5
"Jennings, Brandon",4.9
"Singler, Kyle",8
"Singler, Kyle",1.9
"Jennings, Brandon",8.4
"Rose, Derrick",7.6
"Brooks, Aaron",8.5
"Hinrich, Kirk",2.1
"Gibson, Taj",7
"Butler, Jimmy",6.4
"Lowry, Kyle",1.9
"Ross, Terrence",3.8
"Ross, Terrence",0.9
"Lowry, Kyle",3.3
"Johnson, James",13.8
"DeRozan, DeMar",3.7
"Valanciunas, Jonas",11.4
"DeRozan, DeMar",8
"Patterson, Patrick",4.8
"Johnson, James",8.4
"Crowder, Jae",2.2
"Turner, Evan",2.1
"Turner, Evan",1.9
"Turner, Evan",3.4
"Turner, Evan",3.3
"Turner, Evan",3.9
"Thornton, Marcus",4.1
"Turner, Evan",4.8
"Bradley, Avery",0.9
"Crowder, Jae",5.1
"Bradley, Avery",8.6
"Bradley, Avery",3.9
"Smart, Marcus",6.4
"Pierce, Paul",7.1
"Gortat, Marcin",6.4
"Butler, Rasual",6.5
"Seraphin, Kevin",4.2
"Pierce, Paul",2.6
Nene,3.3
"Wall, John",1
"Beal, Bradley",3.1
"Butler, Rasual",4.7
"Singler, Kyle",4.3
"Singler, Kyle",7.7
"Singler, Kyle",2.5
"Meeks, Jodie",5
"Caldwell-Pope, Kentavious",3.9
"Singler, Kyle",3.8
"Caldwell-Pope, Kentavious",3.2
"Singler, Kyle",2.8
"Lee, Courtney",5.7
"Lee, Courtney",10.1
"Lee, Courtney",4.9
"Lee, Courtney",1.8
"Conley, Mike",14.5
"Carter, Vince",5.1
"Calathes, Nick",2.7
"Paul, Chris",7.5
"Griffin, Blake",7.5
"Jordan, DeAndre",3.4
"Jordan, DeAndre",8.5
"Barnes, Matt",5.2
"Jordan, DeAndre",3.9
"Hawes, Spencer",2.6
"Hawes, Spencer",6.3
"Batum, Nicolas",11.5
"Batum, Nicolas",1.6
"Batum, Nicolas",0.4
"Aldridge, LaMarcus",1.5
"Batum, Nicolas",1.9
"Batum, Nicolas",1.9
"Blake, Steve",2.7
"Batum, Nicolas",2.5
"Burke, Trey",2.1
"Burke, Trey",3
"Booker, Trevor",7
"Hayward, Gordon",7.5
"Ingles, Joe",6.6
"Hayward, Gordon",0.4
"Hayward, Gordon",5.4
"Hayward, Gordon",2.8
"Favors, Derrick",4.5
"Dellavedova, Matthew",6.7
"Waiters, Dion",6.4
"Thompson, Tristan",7.3
"Irving, Kyrie",2.9
"Jones, James",6
"Waiters, Dion",2.3
"Irving, Kyrie",5
"Jones, James",3.4
"Knight, Brandon",6
"Pachulia, Zaza",3.3
"Middleton, Khris",0.4
"Middleton, Khris",7.9
"Antetokounmpo, Giannis",4.1
"Antetokounmpo, Giannis",2.1
"Pachulia, Zaza",6.6
"Antetokounmpo, Giannis",2
"Knight, Brandon",3.8
"Henson, John",17.1
"Henson, John",12.3
"Henson, John",1.4
"Mayo, O.J.",4.2
"Pachulia, Zaza",15.9
"Griffin, Blake",7.6
"Barnes, Matt",2.8
"Farmar, Jordan",4.2
"Jordan, DeAndre",1.9
"Jordan, DeAndre",4
"Barnes, Matt",4.6
"Jordan, DeAndre",2
"Barnes, Matt",4.2
"Barnes, Matt",4.2
"Crawford, Jamal",1.6
"Paul, Chris",6.7
"Crawford, Jamal",4.3
"Parsons, Chandler",5.5
"Ellis, Monta",1.5
"Parsons, Chandler",2.4
"Villanueva, Charlie",5.4
"Chandler, Tyson",3
"Rondo, Rajon",4.8
"Chandler, Tyson",4.8
"Rondo, Rajon",2.8
"Ellis, Monta",5.6
"Ellis, Monta",2.2
"Jefferson, Richard",1.6
"Parsons, Chandler",2.8
"Harris, Devin",0.8
"Parsons, Chandler",14.9
"Nowitzki, Dirk",7.7
"Harden, James",3.3
"Harden, James",4.4
"Ariza, Trevor",5.9
"Howard, Dwight",2.8
"Papanikolaou, Kostas",5.4
"Ariza, Trevor",9.1
"Motiejunas, Donatas",9
"Terry, Jason",2.9
"Varejao, Anderson",8.7
"Love, Kevin",1.7
"James, LeBron",11.6
"James, LeBron",7.2
"Harris, Joe",7.9
"Varejao, Anderson",4
"James, LeBron",4
"Varejao, Anderson",1.3
"Love, Kevin",19.7
"Dunleavy, Mike",4.8
"Gibson, Taj",0.7
"Butler, Jimmy",5.6
"Dunleavy, Mike",4.2
"Hinrich, Kirk",5.3
"Harris, Tobias",1.7
"Harris, Tobias",5
"Oladipo, Victor",8.9
"Oladipo, Victor",2.3
"Harris, Tobias",5.7
"Harris, Tobias",4.2
"Harris, Tobias",1.7
"Harris, Tobias",6.3
"Harris, Tobias",1.9
"Frye, Channing",1.7
"Oladipo, Victor",3.9
"Oladipo, Victor",5.3
"Oladipo, Victor",8.4
"Frye, Channing",9.1
"O'Quinn, Kyle",2.1
"Oladipo, Victor",4.4
"O'Quinn, Kyle",3.9
"O'Quinn, Kyle",4.5
"Harris, Tobias",6
"Carter-Williams, Michael",3.4
"Thompson, Hollis",5.6
"Thompson, Hollis",5.1
"McDaniels, KJ",2.3
"Carter-Williams, Michael",8.6
"Carter-Williams, Michael",1.9
"Carter-Williams, Michael",2
"Noel, Nerlens",3.7
"Mbah a Moute, Luc",2.6
"Mbah a Moute, Luc",2.8
"Covington, Robert",4.8
"Carter-Williams, Michael",18.5
"Hill, Solomon",7.8
"Hibbert, Roy",8.2
"Hill, Solomon",5.9
"Hill, Solomon",6.3
"West, David",5
"Hibbert, Roy",4.5
"Stuckey, Rodney",6
"Hill, Solomon",0.1
"Chandler, Wilson",7.2
"Chandler, Wilson",9.6
"Mozgov, Timofey",4.1
"Hickson, JJ",3
"Chandler, Wilson",2.2
"Chandler, Wilson",6
"Lawson, Ty",3.7
"Mozgov, Timofey",1.2
"Afflalo, Arron",2.3
"Chandler, Wilson",8.4
"Chandler, Wilson",3.5
"Lawson, Ty",2.7
"Afflalo, Arron",4.9
"Johnson, Joe",4.8
"Bogdanovic, Bojan",9.5
"Teletovic, Mirza",3.1
"Johnson, Joe",4.8
"Johnson, Joe",1.2
"Teletovic, Mirza",5.1
"Johnson, Joe",4.7
"Williams, Deron",4.5
"Johnson, Joe",5.1
"Lopez, Brook",4.3
"Deng, Luol",5.4
"Deng, Luol",2
"Wade, Dwyane",2.2
"Napier, Shabazz",2.6
"Wade, Dwyane",3.1
"Bosh, Chris",3.1
"Deng, Luol",2.5
"Wade, Dwyane",0.8
"Wade, Dwyane",4.2
"Rondo, Rajon",3.3
"Zeller, Tyler",2.1
"Zeller, Tyler",1.8
"Green, Jeff",11.1
"Sullinger, Jared",2.4
"Zeller, Tyler",7.9
"Green, Jeff",3.8
"Bass, Brandon",4.3
"Stephenson, Lance",5.1
"Stephenson, Lance",4.6
"Stephenson, Lance",3.9
"Stephenson, Lance",2.2
"Roberts, Brian",3.7
"Jefferson, Al",4.2
"Asik, Omer",8.3
"Salmons, John",1.7
"Asik, Omer",2.4
"Evans, Tyreke",2.3
"Holiday, Jrue",4
"Rivers, Austin",2.3
"Evans, Tyreke",3
"Evans, Tyreke",2.9
"Evans, Tyreke",4.8
"Ross, Terrence",3.8
"Ross, Terrence",8.5
"Johnson, Amir",12.1
"DeRozan, DeMar",7.8
"Valanciunas, Jonas",2.2
"Johnson, James",9.8
"Patterson, Patrick",4.4
"Johnson, James",3.5
"Johnson, Amir",6.6
"DeRozan, DeMar",3.4
"Johnson, Amir",2.7
"Pierce, Paul",6
"Beal, Bradley",4.7
"Wall, John",1.2
"Pierce, Paul",0.5
"Humphries, Kris",1.4
"Humphries, Kris",2.1
"Humphries, Kris",10.7
"Pierce, Paul",2
"Gortat, Marcin",5.1
"Gortat, Marcin",1.8
"Smith, Josh",8.7
"Monroe, Greg",5.7
"Drummond, Andre",7.8
"Augustin, D.J.",4.2
"Jennings, Brandon",2.7
"Smith, Josh",4.4
"Drummond, Andre",2.5
"Smith, Josh",5.2
"Smith, Josh",3.1
"Augustin, D.J.",4.1
"Dalembert, Samuel",6.2
"Hardaway Jr., Tim",3.6
"Early, Cleanthony",5.1
"Anthony, Carmelo",6.9
"Hardaway Jr., Tim",1
"Smith, J.R.",2.7
"Smith, J.R.",6.2
"Hardaway Jr., Tim",4.4
"Smith, J.R.",5.7
"Hardaway Jr., Tim",5.2
"Hardaway Jr., Tim",3.3
"Anthony, Carmelo",3.5
"Dalembert, Samuel",4.2
"Hardaway Jr., Tim",14.5
"Smith, J.R.",10.4
"Stephenson, Lance",5
"Walker, Kemba",7.8
"Maxiell, Jason",6
"Stephenson, Lance",4.4
"Maxiell, Jason",2
"Kidd-Gilchrist, Michael",4.9
"Stephenson, Lance",5
"Green, Danny",8
"Duncan, Tim",1.6
"Duncan, Tim",1.2
"Duncan, Tim",2.3
"Green, Danny",5
"Leonard, Kawhi",1.2
"Leonard, Kawhi",3.4
"Green, Danny",1.7
"Parker, Tony",3.2
"Leonard, Kawhi",7.3
"Parker, Tony",13.4
"Leonard, Kawhi",9.4
"Leonard, Kawhi",3.1
"Miles, CJ",4.9
"Miles, CJ",5.6
"Mahinmi, Ian",5.4
"Allen, Lavoy",7.5
"Scola, Luis",3.6
"Hill, Solomon",5.3
"Copeland, Chris",1.9
"Copeland, Chris",2.9
"Copeland, Chris",0.8
"DeRozan, DeMar",6.3
"Johnson, Amir",1
"DeRozan, DeMar",2.6
"DeRozan, DeMar",5.5
"Lowry, Kyle",3
"Johnson, Amir",11.9
"Lowry, Kyle",2.5
"Noah, Joakim",0.5
"Dunleavy, Mike",5
"Gasol, Pau",2.7
"Brooks, Aaron",7.3
"Mirotic, Nikola",2.5
"Gasol, Pau",1
"Gasol, Pau",1.2
"Gasol, Pau",2.7
"Gasol, Pau",3
"Monroe, Greg",1.9
"Monroe, Greg",4.1
"Prince, Tayshaun",2.3
"Tolliver, Anthony",1.1
"Drummond, Andre",3.1
"Williams, Shawne",3.3
"Williams, Shawne",2
"Drummond, Andre",3.5
"Drummond, Andre",3.1
"Drummond, Andre",1.3
"Dinwiddie, Spencer",2.3
"Monroe, Greg",2.4
"Noel, Nerlens",5.9
"McGee, JaVale",1.6
"Mbah a Moute, Luc",1
"Noel, Nerlens",2
"Noel, Nerlens",2.6
"Canaan, Isaiah",4.7
"Noel, Nerlens",3.3
"Grant, Jerami",5.2
"Pekovic, Nikola",6.3
"Pekovic, Nikola",3.1
"Payne, Adreian",3.2
"Pekovic, Nikola",3.6
"Pekovic, Nikola",2.2
"Dieng, Gorgui",6.1
"Pekovic, Nikola",3.8
"Pekovic, Nikola",3.8
"Pekovic, Nikola",2.4
"Green, Draymond",4.7
"Barnes, Harrison",0.3
"Bogut, Andrew",2.9
"Barnes, Harrison",3
"Barnes, Harrison",3.5
"Bogut, Andrew",4.3
"Green, Draymond",3.3
"Thompson, Klay",0.4
"Bogut, Andrew",3.6
"Bogut, Andrew",3.5
"Speights, Marreese",1.6
"Monroe, Greg",3.5
"Drummond, Andre",2.9
"Drummond, Andre",2.9
"Drummond, Andre",3.3
"Drummond, Andre",2.7
"Tolliver, Anthony",1.2
"Drummond, Andre",3.9
"Monroe, Greg",3.4
"Drummond, Andre",4.4
"Monroe, Greg",1.3
"Butler, Caron",0.8
"Drummond, Andre",6.7
"Butler, Caron",2.2
"Monroe, Greg",2
"Drummond, Andre",4.2
"Monroe, Greg",2.3
"Monroe, Greg",3
"Tolliver, Anthony",2.8
"Love, Kevin",2.5
"Mozgov, Timofey",4.2
"Mozgov, Timofey",2.7
"Mozgov, Timofey",0.3
"Mozgov, Timofey",4.5
"Mozgov, Timofey",0
"Irving, Kyrie",7
"Thompson, Tristan",4.1
"DeRozan, DeMar",0.8
"Valanciunas, Jonas",3.5
"Valanciunas, Jonas",6.6
"Lowry, Kyle",5.4
"Lowry, Kyle",4.1
"Johnson, Amir",3.2
"Patterson, Patrick",2.6
"Johnson, Amir",4.9
"Oladipo, Victor",2
"O'Quinn, Kyle",3.3
"Vucevic, Nikola",3
"Vucevic, Nikola",3.4
"Payton, Elfrid",2.7
"Vucevic, Nikola",2.4
"Lopez, Brook",3.3
"Plumlee, Mason",1.3
"Anderson, Alan",2.7
"Jordan, Jerome",0
"Lopez, Brook",1.7
"Lopez, Brook",1.7
"Plumlee, Mason",5.6
"Jefferson, Al",3.1
"Zeller, Cody",4
"Jefferson, Al",2.6
"Jefferson, Al",4.6
"Zeller, Cody",1.6
"Jefferson, Al",3.2
"Williams, Marvin",3
"Henderson, Gerald",5.3
"Jefferson, Al",3.1
"Jefferson, Al",2
"Horford, Al",2
"Millsap, Paul",3.7
"Horford, Al",4
"Horford, Al",2.7
"Horford, Al",2.5
"Jefferson, Al",2.5
"Jefferson, Al",2.1
"Jefferson, Al",4.8
"Williams, Marvin",2.9
"Zeller, Cody",1.6
"Jefferson, Al",5
"Valanciunas, Jonas",4.3
"Vasquez, Greivis",10.2
"Johnson, Amir",8.4
"Len, Alex",2.1
"Len, Alex",2.8
"Len, Alex",2.4
"Len, Alex",5.8
"Len, Alex",4.6
"Plumlee, Miles",5.1
"Plumlee, Miles",2.1
"Green, Gerald",2.6
"Green, Gerald",5.9
"Morris, Markieff",2.4
"Len, Alex",7.1
"Tucker, PJ",2.7
"Hill, Jordan",2.3
"Sacre, Robert",3.4
"Sacre, Robert",2.1
"Clarkson, Jordan",3.1
"Clarkson, Jordan",2.2
"Hill, Jordan",4.9
"Lin, Jeremy",2.7
"Chandler, Wilson",2.3
"Nurkic, Jusuf",3.2
"Hickson, JJ",4.2
"Hickson, JJ",1.6
"Arthur, Darrell",1.3
"Gallinari, Danilo",3.2
"Nelson, Jameer",4.3
"Kaman, Chris",2.4
"Aldridge, LaMarcus",2
"Lillard, Damian",8.7
"Aldridge, LaMarcus",5.2
"Kaman, Chris",4.2
"Aldridge, LaMarcus",2.7
"Lillard, Damian",8.9
"Adams, Steven",7.3
"Adams, Steven",0
"Morrow, Anthony",2.7
"Perkins, Kendrick",8.2
"Adams, Steven",4.1
"Adams, Steven",3.2
"Collison, Nick",2.9
"Collison, Nick",4.7
"Jackson, Reggie",3.1
"Noel, Nerlens",1.6
"Noel, Nerlens",1.7
"McDaniels, KJ",3.5
"Noel, Nerlens",4.4
"Aldemir, Furkan",2.7
"Covington, Robert",4.2
"Sims, Henry",7.8
"Covington, Robert",2.8
"Sims, Henry",6.1
"Aldemir, Furkan",1.2
"Sampson, JaKarr",0.7
"Plumlee, Mason",2.3
"Plumlee, Mason",3.8
"Garnett, Kevin",5.4
"Lopez, Brook",3.1
"Garnett, Kevin",4.1
"Lopez, Brook",4.9
"Plumlee, Mason",6.7
"Plumlee, Mason",3.4
"Lopez, Brook",3
"Plumlee, Mason",3.4
"Lopez, Brook",6
"Garnett, Kevin",2.7
"Lopez, Brook",0
"Noah, Joakim",2.2
"Gasol, Pau",2.1
"Gibson, Taj",4.7
"Gasol, Pau",4.7
"Gasol, Pau",2.4
"Snell, Tony",6.5
"Gasol, Pau",3.3
"Splitter, Tiago",0.9
"Duncan, Tim",3.9
"Diaw, Boris",6.3
"Duncan, Tim",3.5
"Splitter, Tiago",4.4
"Mills, Patty",2.4
"Horford, Al",3.5
"Carroll, DeMarre",5.9
"Horford, Al",1.8
"Millsap, Paul",6.3
"Antic, Pero",1.9
"Gasol, Pau",2.6
"Gasol, Pau",1.1
"Gasol, Pau",8.7
"Noah, Joakim",1.7
"Gibson, Taj",4.4
"Snell, Tony",3.3
"Snell, Tony",2.6
"Noah, Joakim",4.3
"Gasol, Pau",3.7
"Gasol, Pau",2.3
"Noah, Joakim",7.1
"Rose, Derrick",2.4
"Noah, Joakim",1.6
"Gasol, Pau",4.6
"Noah, Joakim",6.1
"Gasol, Pau",1.2
"Hardaway Jr., Tim",0
"Smith, Jason",5.7
"Acy, Quincy",0.3
"Smith, Jason",5
"Hardaway Jr., Tim",3.5
"Hardaway Jr., Tim",0.8
"Acy, Quincy",2.5
"Smith, Jason",6.2
"Smith, Jason",2.3
"Holiday, Jrue",1.6
"Asik, Omer",3.2
"Davis, Anthony",5.8
"Asik, Omer",2.8
"Asik, Omer",4.8
"Holiday, Jrue",3.7
"Davis, Anthony",1.8
"Asik, Omer",2.5
"Asik, Omer",1.8
"Davis, Anthony",3.7
"Holiday, Jrue",1.8
"Splitter, Tiago",3.5
"Diaw, Boris",3
"Anderson, Kyle",4.1
"Splitter, Tiago",3.4
"Duncan, Tim",2.3
"Duncan, Tim",2.2
"Duncan, Tim",9.9
"Duncan, Tim",2.5
"Diaw, Boris",3.9
"Mills, Patty",7.7
"Adams, Steven",3.1
"Ibaka, Serge",2.4
"Jackson, Reggie",4.3
"Ibaka, Serge",2.3
"Durant, Kevin",4.5
"Ibaka, Serge",3.4
"Nowitzki, Dirk",3.9
"Nowitzki, Dirk",5.8
"Ellis, Monta",3.9
"Smith, Greg",1.9
"Nowitzki, Dirk",3
"Chandler, Tyson",2.8
"Chandler, Tyson",3.2
"Parsons, Chandler",0.1
"Smith, Greg",4.5
"Howard, Dwight",2.7
"Ariza, Trevor",3
"Motiejunas, Donatas",5.8
"Smith, Josh",2
"Howard, Dwight",5.8
"Beverley, Patrick",3.1
"Smith, Josh",3.3
"Harden, James",2.7
"Zeller, Tyler",2.4
"Sullinger, Jared",1.8
"Turner, Evan",6.1
"Olynyk, Kelly",0.7
"Olynyk, Kelly",6.8
"Green, Jeff",2.8
"Dalembert, Samuel",0.9
"Hardaway Jr., Tim",5.5
"Smith, Jason",2
"Aldrich, Cole",6.3
"Stoudemire, Amar'e",2.3
"Aldrich, Cole",7
"Anthony, Carmelo",2
"Aldrich, Cole",3
"Aldrich, Cole",2.1
"Aldrich, Cole",4.2
"Gasol, Pau",6.1
"Gasol, Pau",2.3
"Gasol, Pau",4.5
"Noah, Joakim",2.6
"Gasol, Pau",4
"Noah, Joakim",0.7
"Gibson, Taj",0.9
"Gibson, Taj",2.1
"Gasol, Pau",2.5
"Noah, Joakim",7
"Gasol, Pau",9.7
"Gasol, Pau",1.9
"Noah, Joakim",2.7
"Noah, Joakim",6.8
"Noah, Joakim",2
"Morris, Markieff",2.6
"Plumlee, Miles",2.7
"Morris, Markieff",0.1
"Morris, Markieff",0
"Andersen, Chris",3
"Williams, Shawne",3.9
"Williams, Shawne",5.2
"Williams, Shawne",2.4
"Andersen, Chris",3.6
"Dieng, Gorgui",2.8
"Dieng, Gorgui",5
"Brewer, Corey",2.7
"Dieng, Gorgui",5.7
"Dieng, Gorgui",3.2
"Dieng, Gorgui",2
"Dieng, Gorgui",3
"LaVine, Zach",4.3
"Dieng, Gorgui",2
"Brewer, Corey",1.9
"Dieng, Gorgui",4.5
"Dieng, Gorgui",4.4
"Burks, Alec",2.8
"Kanter, Enes",4.9
"Kanter, Enes",1.4
"Burks, Alec",1.2
"Burks, Alec",6.7
"Gobert, Rudy",3.1
"Gobert, Rudy",2.9
"Gobert, Rudy",2.4
"Redick, JJ",8.2
"Jordan, DeAndre",1
"Griffin, Blake",2.1
"Jordan, DeAndre",3.2
"Jordan, DeAndre",4.9
"Jordan, DeAndre",1
"Turkoglu, Hedo",4.2
"Griffin, Blake",2.3
"Redick, JJ",3.3
"Turkoglu, Hedo",4.3
"O'Quinn, Kyle",5.3
"O'Quinn, Kyle",2.9
"Fournier, Evan",3.7
"O'Quinn, Kyle",4.8
"Payton, Elfrid",4.3
"Dedmon, Dewayne",4.6
"Dedmon, Dewayne",4.3
"O'Quinn, Kyle",1.1
"Gordon, Ben",4.4
"Zeller, Tyler",0.2
"Zeller, Tyler",3
"Zeller, Tyler",2.6
"Sullinger, Jared",4
"Rondo, Rajon",2.7
"Zeller, Tyler",5.4
"Zeller, Tyler",2.6
"Zeller, Tyler",3.9
"Zeller, Tyler",2
"Turner, Evan",0
"Bass, Brandon",0.7
"Turner, Evan",5.4
"Zeller, Tyler",2.2
"Sullinger, Jared",1.7
"Zeller, Tyler",2.6
"Zeller, Tyler",1.2
"Zeller, Tyler",3.8
"Turner, Evan",2.5
"Zeller, Tyler",4.1
"Zeller, Tyler",3.6
"Zeller, Tyler",2.5
"Zeller, Tyler",2.9
"Olynyk, Kelly",8
"Zeller, Tyler",1.7
"Chandler, Wilson",2
"Arthur, Darrell",2
"Hickson, JJ",0
"Chandler, Wilson",4.1
"Faried, Kenneth",3.5
"Mozgov, Timofey",6.1
"Hickson, JJ",3.3
"Arthur, Darrell",5.6
"Arthur, Darrell",4.6
"Hill, Jordan",1.4
"Hill, Jordan",1.5
"Boozer, Carlos",2.7
"Hill, Jordan",3.8
"Sacre, Robert",3
"Sacre, Robert",5.7
"Davis, Ed",3.4
"Johnson, Wesley",3.4
"Lin, Jeremy",2.1
"Hill, Jordan",1.6
"Hill, Jordan",4.9
"Boozer, Carlos",3.5
"Bryant, Kobe",4.8
"Williams, Shawne",2.9
"Williams, Shawne",1
"Bosh, Chris",4.2
"Deng, Luol",1.4
"Bosh, Chris",2.1
"McRoberts, Josh",4.9
"Williams, Shawne",4.5
"Deng, Luol",8
"Bosh, Chris",3.1
"Asik, Omer",6.1
"Asik, Omer",4.2
"Asik, Omer",2.4
"Asik, Omer",3.2
"Davis, Anthony",5.4
"Davis, Anthony",3.3
"Ajinca, Alexis",5.9
